source,target,Kind
A2475,A25,ff
A3846,A3798,ff
A3846,A3133,ff
A4398,A3798,ff
A1278,A1796,ff
A1278,A3798,ff
A1278,A3555,ff
A1278,A716,ff
A1821,A2275,ff
A1278,A5989,ff
A1278,A1657,ff
A3765,A1627,ff
A3765,A2724,ff
A3765,A716,ff
A3765,A5989,ff
A2961,A2204,ff
A3765,A5003,ff
A3765,A4943,ff
A3765,A3885,ff
A3587,A3587,ff
A3587,A4235,ff
A5938,A1012,ff
A3587,A2490,ff
A3587,A129,ff
A3587,A3259,ff
A3587,A6319,ff
A3587,A828,ff
A3587,A614,ff
A3587,A409,ff
A3587,A2386,ff
A3587,A2823,ff
A3587,A4782,ff
A3587,A2550,ff
A3587,A2113,ff
A3587,A4363,ff
A3587,A5419,ff
A3587,A4884,ff
A3587,A4076,ff
A3587,A2370,ff
A3587,A292,ff
A3587,A5215,ff
A3587,A1825,ff
A3587,A3203,ff
A3219,A4247,ff
A3587,A5097,ff
A3587,A32,ff
A3587,A1002,ff
A4679,A954,ff
A1821,A2533,ff
A1821,A5731,ff
A1821,A4962,ff
A1821,A5201,ff
A1821,A1327,ff
A1821,A1960,ff
A1821,A2010,ff
A1580,A582,ff
A1821,A5943,ff
A1821,A5203,ff
A1821,A2260,ff
A1763,A3798,ff
A1763,A716,ff
A1763,A5989,ff
A2961,A4238,ff
A2961,A3487,ff
A4234,A3798,ff
A4234,A4240,ff
A4234,A3605,ff
A4234,A3555,ff
A4234,A5989,ff
A4234,A1585,ff
A5834,A3798,ff
A4320,A5278,ff
A4320,A4721,ff
A4320,A3798,ff
A4799,A3798,ff
A4799,A5171,ff
A4105,A5011,ff
A4799,A5989,ff
A3934,A5989,ff
A4799,A4378,ff
A4799,A3084,ff
A6145,A3798,ff
A448,A716,ff
A6203,A3798,ff
A4688,A4332,ff
A4688,A5938,ff
A5503,A3798,ff
A2153,A4240,ff
A2153,A3605,ff
A1580,A4240,ff
A1580,A4973,ff
A1580,A5787,ff
A4679,A6345,ff
A1580,A6261,ff
A1580,A2159,ff
A1580,A2363,ff
A1580,A5994,ff
A1580,A5989,ff
A1580,A5442,ff
A1580,A4076,ff
A1580,A3571,ff
A1580,A5134,ff
A43,A6057,ff
A783,A1466,ff
A783,A3798,ff
A783,A1260,ff
A783,A3605,ff
A783,A716,ff
A783,A6013,ff
A201,A3618,ff
A783,A3618,ff
A1518,A3798,ff
A1518,A5989,ff
A1518,A909,ff
A1518,A3618,ff
A2642,A220,ff
A2642,A2204,ff
A2642,A3243,ff
A2642,A2357,ff
A1555,A5319,ff
A1555,A3798,ff
A1555,A1805,ff
A1555,A3555,ff
A1555,A4787,ff
A1555,A1159,ff
A2158,A1398,ff
A2158,A4367,ff
A2158,A1631,ff
A2158,A2623,ff
A2158,A6200,ff
A2182,A1466,ff
A2182,A5787,ff
A2182,A2066,ff
A507,A3852,ff
A507,A3798,ff
A507,A6090,ff
A507,A3618,ff
A1448,A3798,ff
A4148,A2952,ff
A4506,A3798,ff
A4506,A4503,ff
A4506,A763,ff
A5669,A167,ff
A1143,A3798,ff
A1143,A5989,ff
A3866,A3798,ff
A3866,A5989,ff
A4033,A3798,ff
A4033,A1847,ff
A5909,A3798,ff
A5909,A5989,ff
A420,A3006,ff
A420,A716,ff
A4974,A5221,ff
A1001,A3933,ff
A3547,A3817,ff
A1630,A3798,ff
A1630,A5989,ff
A1630,A5487,ff
A1630,A1029,ff
A2203,A3798,ff
A2203,A5989,ff
A4235,A2780,ff
A2446,A612,ff
A4235,A4550,ff
A2446,A3920,ff
A2446,A591,ff
A2446,A5377,ff
A2446,A3599,ff
A2446,A1260,ff
A2446,A6022,ff
A1273,A371,ff
A2446,A6322,ff
A2446,A6239,ff
A2446,A3802,ff
A2446,A4481,ff
A2446,A742,ff
A2446,A4129,ff
A2446,A4772,ff
A2446,A1540,ff
A1405,A25,ff
A2446,A6263,ff
A2446,A6163,ff
A2446,A5985,ff
A2446,A189,ff
A2446,A3285,ff
A2446,A3803,ff
A3818,A3798,ff
A3818,A5989,ff
A3818,A1325,ff
A1068,A3798,ff
A1068,A5989,ff
A1051,A17,ff
A2575,A716,ff
A2575,A5599,ff
A3938,A2689,ff
A3938,A3798,ff
A3938,A4601,ff
A3938,A307,ff
A3938,A5989,ff
A3938,A4550,ff
A3938,A5562,ff
A3938,A6081,ff
A2020,A2951,ff
A2020,A1466,ff
A2020,A2118,ff
